order_number,customer_state,index,order_number,employee_id,employee_name,employee_job_title,order_date,order_type,customer_type,cust_id,customer_name,prod_category,prod_number,prod_name,quantity,price,order_total
1103062,Illinois,524,1103062,900012746,Becky Seneschal,Senior Sales Representative,2/28/2019,Retail,Individual,3574,Hyman Melling,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,$30.00 ,90.0
1103126,Illinois,525,1103126,900012746,Becky Seneschal,Senior Sales Representative,3/13/2019,Wholesale,Business,2168,Walker Group,Bath products,BP500,Vanilla and Olive Oil Body Soap,11,$7.45 ,81.95
1103163,Illinois,526,1103163,900012746,Becky Seneschal,Senior Sales Representative,3/18/2019,Retail,Individual,2547,Robyn Rings,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342.0
1103217,Michigan,527,1103217,900012746,Becky Seneschal,Senior Sales Representative,3/24/2019,Retail,Individual,1284,Jerry Nizet,Bath products,BP102,Lavender and Olive Candle,1,$6.99 ,6.99
1103269,Iowa,528,1103269,900012746,Becky Seneschal,Senior Sales Representative,4/2/2019,Retail,Individual,3728,Dom Addicote,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1103290,Ohio,529,1103290,900012746,Becky Seneschal,Senior Sales Representative,4/4/2019,Retail,Individual,3967,Gui Pirnie,Bath products,BP103,Lavender and Olive Oil Bar Soap,2,$5.99 ,11.98
1103284,Minnesota,530,1103284,900012746,Becky Seneschal,Senior Sales Representative,4/4/2019,Retail,Individual,2506,Jenna Crofts,Gift Basket,GB103,Lemon EVOO Gift Basket,4,$75.00 ,300.0
1103342,Illinois,531,1103342,900012746,Becky Seneschal,Senior Sales Representative,4/11/2019,Retail,Individual,3348,Odelle Walsh,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,$26.00 ,26.0
1103392,Minnesota,532,1103392,900012746,Becky Seneschal,Senior Sales Representative,4/17/2019,Wholesale,Business,3321,Hoeger LLC,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,10,$123.00 ,1230.0
1103389,Minnesota,533,1103389,900012746,Becky Seneschal,Senior Sales Representative,4/17/2019,Retail,Individual,3313,Emlynne Crinson,Bath products,BP501,Vanilla and Olive Bath Salts,1,$8.50 ,8.5
1103399,Minnesota,534,1103399,900012746,Becky Seneschal,Senior Sales Representative,4/18/2019,Retail,Individual,2319,Gianina Rewcassell,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1103554,Indiana,535,1103554,900012746,Becky Seneschal,Senior Sales Representative,5/8/2019,Retail,Individual,3214,Ignazio Goncalo,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1103644,Minnesota,536,1103644,900012746,Becky Seneschal,Senior Sales Representative,5/22/2019,Retail,Individual,1700,Willette Edgin,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,3,$19.50 ,58.5
1103702,Michigan,537,1103702,900012746,Becky Seneschal,Senior Sales Representative,5/30/2019,Retail,Individual,1284,Jerry Nizet,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,3,$19.50 ,58.5
1103735,Ohio,538,1103735,900012746,Becky Seneschal,Senior Sales Representative,6/5/2019,Retail,Individual,4050,Kelley De Matteis,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1103729,Kansas,539,1103729,900012746,Becky Seneschal,Senior Sales Representative,6/5/2019,Retail,Individual,1580,Stephan Elliott,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
1103800,Indiana,540,1103800,900012746,Becky Seneschal,Senior Sales Representative,6/15/2019,Retail,Individual,3292,Spike Blunsden,Gift Basket,GB100,Organic EVOO Gift Basket,4,$70.00 ,280.0
1103827,Indiana,541,1103827,900012746,Becky Seneschal,Senior Sales Representative,6/18/2019,Retail,Individual,3214,Ignazio Goncalo,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1103878,Minnesota,542,1103878,900012746,Becky Seneschal,Senior Sales Representative,6/25/2019,Retail,Individual,2841,Analise Philo,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
1103918,Ohio,543,1103918,900012746,Becky Seneschal,Senior Sales Representative,7/1/2019,Retail,Individual,4050,Kelley De Matteis,Bath products,BP302,Mandarin and Olive Candle,3,$6.99 ,20.97
1104025,Minnesota,544,1104025,900012746,Becky Seneschal,Senior Sales Representative,7/14/2019,Retail,Individual,2506,Jenna Crofts,Olive Oil,OO308,Basil Extra Virgin Olive Oil,3,$26.00 ,78.0
1104075,Ohio,545,1104075,900012746,Becky Seneschal,Senior Sales Representative,7/22/2019,Retail,Individual,2836,Winnie Mizzen,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75.0
1104113,Kansas,546,1104113,900012746,Becky Seneschal,Senior Sales Representative,7/28/2019,Retail,Individual,2410,Brandtr Hadingham,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,$26.00 ,78.0
1104114,Minnesota,547,1104114,900012746,Becky Seneschal,Senior Sales Representative,7/28/2019,Retail,Individual,1944,Constanta Addams,Olive Oil,OO302,Chili Extra Virgin Olive Oil,4,$26.00 ,104.0
1104138,Wisconsin,548,1104138,900012746,Becky Seneschal,Senior Sales Representative,7/30/2019,Retail,Individual,1128,Hashim Colerick,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1104152,Ohio,549,1104152,900012746,Becky Seneschal,Senior Sales Representative,8/1/2019,Retail,Individual,1189,Lewie Suche,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,3,$114.00 ,342.0
1104217,Illinois,550,1104217,900012746,Becky Seneschal,Senior Sales Representative,8/12/2019,Wholesale,Business,1914,Abernathy Group,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,10,$234.00 ,2340.0
1104220,Illinois,551,1104220,900012746,Becky Seneschal,Senior Sales Representative,8/12/2019,Retail,Individual,2547,Robyn Rings,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,1,$27.00 ,27.0
1104368,Wisconsin,552,1104368,900012746,Becky Seneschal,Senior Sales Representative,9/2/2019,Retail,Individual,3604,Marcie Applin,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,4,$70.00 ,280.0
1104374,Kansas,553,1104374,900012746,Becky Seneschal,Senior Sales Representative,9/2/2019,Retail,Individual,3410,Johnathan Ramsbotham,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,$19.50 ,19.5
1104409,Ohio,554,1104409,900012746,Becky Seneschal,Senior Sales Representative,9/8/2019,Retail,Individual,1564,Christoforo Lanney,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,4,$14.50 ,58.0
1104466,Ohio,555,1104466,900012746,Becky Seneschal,Senior Sales Representative,9/17/2019,Retail,Individual,3241,Tessa Charette,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1104487,Ohio,556,1104487,900012746,Becky Seneschal,Senior Sales Representative,9/20/2019,Retail,Individual,3233,Brunhilda Lerner,Bath products,BP300,Mandarin and Olive Body Soap,3,$7.45 ,22.35
1104521,Illinois,557,1104521,900012746,Becky Seneschal,Senior Sales Representative,9/26/2019,Retail,Individual,3348,Odelle Walsh,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1104530,Kansas,558,1104530,900012746,Becky Seneschal,Senior Sales Representative,9/27/2019,Retail,Individual,3410,Johnathan Ramsbotham,Bath products,BP505,Vanilla and Olive Oil Lotion,4,$9.99 ,39.96
1104541,Michigan,559,1104541,900012746,Becky Seneschal,Senior Sales Representative,9/28/2019,Retail,Individual,2900,Veronica McFee,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
1104543,Ohio,560,1104543,900012746,Becky Seneschal,Senior Sales Representative,9/29/2019,Retail,Individual,3578,Josi Bason,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1104550,Illinois,561,1104550,900012746,Becky Seneschal,Senior Sales Representative,9/30/2019,Retail,Individual,1917,Ced Dunbobbin,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,3,$27.00 ,81.0
1104564,Iowa,562,1104564,900012746,Becky Seneschal,Senior Sales Representative,10/1/2019,Retail,Business,2590,Homenick Inc,Bath products,BP502,Vanilla and Olive Oil Candle,2,$6.99 ,13.98
1104615,Indiana,563,1104615,900012746,Becky Seneschal,Senior Sales Representative,10/10/2019,Retail,Individual,1576,Oralle Phythian,Bath products,BP502,Vanilla and Olive Oil Candle,4,$6.99 ,27.96
1104668,Michigan,564,1104668,900012746,Becky Seneschal,Senior Sales Representative,10/18/2019,Retail,Individual,2900,Veronica McFee,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1104677,Ohio,565,1104677,900012746,Becky Seneschal,Senior Sales Representative,10/19/2019,Retail,Individual,4077,Dorian Softley,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104.0
1104717,Illinois,566,1104717,900012746,Becky Seneschal,Senior Sales Representative,10/24/2019,Retail,Individual,3941,Lesli Ormes,Gift Basket,GB105,Chili EVOO Gift Basket,4,$75.00 ,300.0
1104747,Illinois,567,1104747,900012746,Becky Seneschal,Senior Sales Representative,10/28/2019,Retail,Individual,2694,Aurelie McGeorge,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936.0
1104800,Illinois,568,1104800,900012746,Becky Seneschal,Senior Sales Representative,11/5/2019,Retail,Individual,3742,Marjie Lonergan,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,1,$16.75 ,16.75
1104810,Wisconsin,569,1104810,900012746,Becky Seneschal,Senior Sales Representative,11/6/2019,Wholesale,Business,3357,Jerde Inc,Bath products,BP102,Lavender and Olive Candle,7,$6.99 ,48.93
1104880,Michigan,570,1104880,900012746,Becky Seneschal,Senior Sales Representative,11/16/2019,Retail,Individual,2005,Hyacinth Slark,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1104894,Minnesota,571,1104894,900012746,Becky Seneschal,Senior Sales Representative,11/18/2019,Wholesale,Business,3321,Hoeger LLC,Bath products,BP100,Lavender and Olive Body Soap,8,$7.45 ,59.6
1104905,Ohio,572,1104905,900012746,Becky Seneschal,Senior Sales Representative,11/20/2019,Retail,Individual,2155,Megen Colborn,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
1104927,Kansas,573,1104927,900012746,Becky Seneschal,Senior Sales Representative,11/23/2019,Retail,Individual,2410,Brandtr Hadingham,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1104936,Iowa,574,1104936,900012746,Becky Seneschal,Senior Sales Representative,11/24/2019,Retail,Individual,2742,Purcell Dubose,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,4,$17.50 ,70.0
1104951,Indiana,575,1104951,900012746,Becky Seneschal,Senior Sales Representative,11/26/2019,Retail,Individual,3292,Spike Blunsden,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1104953,Michigan,576,1104953,900012746,Becky Seneschal,Senior Sales Representative,11/26/2019,Retail,Individual,2296,Jasen Lattka,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300.0
1104945,Michigan,577,1104945,900012746,Becky Seneschal,Senior Sales Representative,11/26/2019,Retail,Individual,1646,Adolf Kitchenham,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,$26.00 ,104.0
1105010,Iowa,578,1105010,900012746,Becky Seneschal,Senior Sales Representative,12/4/2019,Retail,Individual,3728,Dom Addicote,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,$24.50 ,98.0
1105017,Minnesota,579,1105017,900012746,Becky Seneschal,Senior Sales Representative,12/5/2019,Retail,Individual,2856,Raf Cokayne,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,$7.45 ,22.35
1105021,Michigan,580,1105021,900012746,Becky Seneschal,Senior Sales Representative,12/5/2019,Retail,Individual,1646,Adolf Kitchenham,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1105055,Illinois,581,1105055,900012746,Becky Seneschal,Senior Sales Representative,12/11/2019,Retail,Individual,3574,Hyman Melling,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228.0
1105134,Michigan,582,1105134,900012746,Becky Seneschal,Senior Sales Representative,12/25/2019,Retail,Individual,1644,Thor Illiston,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
1105201,Ohio,583,1105201,900012746,Becky Seneschal,Senior Sales Representative,1/2/2020,Retail,Individual,1539,Hillier Endrizzi,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,$70.00 ,70.0
1105267,Minnesota,584,1105267,900012746,Becky Seneschal,Senior Sales Representative,1/12/2020,Retail,Individual,1794,Tonia Zanni,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1105302,Illinois,585,1105302,900012746,Becky Seneschal,Senior Sales Representative,1/18/2020,Wholesale,Business,2168,Walker Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,10,$234.00 ,2340.0
1105329,Illinois,586,1105329,900012746,Becky Seneschal,Senior Sales Representative,1/21/2020,Wholesale,Business,1914,Abernathy Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1105368,Ohio,587,1105368,900012746,Becky Seneschal,Senior Sales Representative,1/27/2020,Retail,Individual,3246,Udell Filochov,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1105379,Ohio,588,1105379,900012746,Becky Seneschal,Senior Sales Representative,1/29/2020,Retail,Individual,4050,Kelley De Matteis,Bath products,BP500,Vanilla and Olive Oil Body Soap,2,$7.45 ,14.9
1105435,Ohio,589,1105435,900012746,Becky Seneschal,Senior Sales Representative,2/6/2020,Retail,Individual,1189,Lewie Suche,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
1105497,Ohio,590,1105497,900012746,Becky Seneschal,Senior Sales Representative,2/15/2020,Wholesale,Business,3033,Runolfsdottir LLC,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,14,$234.00 ,3276.0
1105505,Ohio,591,1105505,900012746,Becky Seneschal,Senior Sales Representative,2/15/2020,Retail,Individual,1539,Hillier Endrizzi,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,2,$26.00 ,52.0
1105692,Ohio,592,1105692,900012746,Becky Seneschal,Senior Sales Representative,3/14/2020,Retail,Individual,3967,Gui Pirnie,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1105700,Ohio,593,1105700,900012746,Becky Seneschal,Senior Sales Representative,3/15/2020,Retail,Individual,2338,Shae Iorillo,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,$7.45 ,22.35
1105728,Ohio,594,1105728,900012746,Becky Seneschal,Senior Sales Representative,3/20/2020,Retail,Individual,2034,Alley Crellin,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1105745,Michigan,595,1105745,900012746,Becky Seneschal,Senior Sales Representative,3/21/2020,Retail,Individual,2005,Hyacinth Slark,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,$114.00 ,456.0
1105761,Kansas,596,1105761,900012746,Becky Seneschal,Senior Sales Representative,3/24/2020,Retail,Individual,1627,Leela Wisniewski,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225.0
1105808,Ohio,597,1105808,900012746,Becky Seneschal,Senior Sales Representative,3/30/2020,Retail,Individual,1539,Hillier Endrizzi,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,1,$24.50 ,24.5
1105848,Iowa,598,1105848,900012746,Becky Seneschal,Senior Sales Representative,4/4/2020,Retail,Business,2590,Homenick Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1105862,Kansas,599,1105862,900012746,Becky Seneschal,Senior Sales Representative,4/7/2020,Retail,Individual,3410,Johnathan Ramsbotham,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,1,$17.50 ,17.5
1105870,Ohio,600,1105870,900012746,Becky Seneschal,Senior Sales Representative,4/8/2020,Retail,Individual,3241,Tessa Charette,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225.0
1105938,Kansas,601,1105938,900012746,Becky Seneschal,Senior Sales Representative,4/19/2020,Retail,Individual,1580,Stephan Elliott,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135.0
1105932,Indiana,602,1105932,900012746,Becky Seneschal,Senior Sales Representative,4/19/2020,Retail,Individual,3649,Berna MacDermott,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1105999,Iowa,603,1105999,900012746,Becky Seneschal,Senior Sales Representative,5/1/2020,Retail,Individual,2742,Purcell Dubose,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,1,$17.50 ,17.5
1106143,Minnesota,604,1106143,900012746,Becky Seneschal,Senior Sales Representative,5/19/2020,Retail,Individual,2594,Royall Burnet,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,1,$114.00 ,114.0
1106231,Minnesota,605,1106231,900012746,Becky Seneschal,Senior Sales Representative,6/1/2020,Retail,Individual,1700,Willette Edgin,Bath products,BP500,Vanilla and Olive Oil Body Soap,2,$7.45 ,14.9
1106251,Wisconsin,606,1106251,900012746,Becky Seneschal,Senior Sales Representative,6/4/2020,Retail,Individual,1128,Hashim Colerick,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1106258,Iowa,607,1106258,900012746,Becky Seneschal,Senior Sales Representative,6/5/2020,Retail,Business,2590,Homenick Inc,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228.0
1106273,Wisconsin,608,1106273,900012746,Becky Seneschal,Senior Sales Representative,6/7/2020,Wholesale,Business,3357,Jerde Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
1106283,Ohio,609,1106283,900012746,Becky Seneschal,Senior Sales Representative,6/8/2020,Retail,Individual,1235,Arlinda Hegge,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1106351,Ohio,610,1106351,900012746,Becky Seneschal,Senior Sales Representative,6/18/2020,Retail,Individual,2864,Ellie Worley,Bath products,BP505,Vanilla and Olive Oil Lotion,2,$9.99 ,19.98
1106361,Minnesota,611,1106361,900012746,Becky Seneschal,Senior Sales Representative,6/19/2020,Retail,Individual,2506,Jenna Crofts,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936.0
1106386,Michigan,612,1106386,900012746,Becky Seneschal,Senior Sales Representative,6/24/2020,Retail,Individual,1293,Andree Vango,Gift Basket,GB104,Garlic EVOO Gift Basket,3,$75.00 ,225.0
1106396,Illinois,613,1106396,900012746,Becky Seneschal,Senior Sales Representative,6/25/2020,Retail,Individual,3941,Lesli Ormes,Bath products,BP302,Mandarin and Olive Candle,4,$6.99 ,27.96
1106416,Ohio,614,1106416,900012746,Becky Seneschal,Senior Sales Representative,6/27/2020,Retail,Individual,1897,Lonni Rapinett,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,2,$24.50 ,49.0
1106445,Ohio,615,1106445,900012746,Becky Seneschal,Senior Sales Representative,6/30/2020,Wholesale,Business,3033,Runolfsdottir LLC,Olive Oil,OO308,Basil Extra Virgin Olive Oil,11,$26.00 ,286.0
1106508,Minnesota,616,1106508,900012746,Becky Seneschal,Senior Sales Representative,7/7/2020,Retail,Individual,2319,Gianina Rewcassell,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
1106524,Ohio,617,1106524,900012746,Becky Seneschal,Senior Sales Representative,7/9/2020,Retail,Individual,2230,Padriac Gow,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1106543,Ohio,618,1106543,900012746,Becky Seneschal,Senior Sales Representative,7/12/2020,Retail,Individual,2155,Megen Colborn,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1106610,Michigan,619,1106610,900012746,Becky Seneschal,Senior Sales Representative,7/20/2020,Retail,Individual,2005,Hyacinth Slark,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,$114.00 ,456.0
1106638,Illinois,620,1106638,900012746,Becky Seneschal,Senior Sales Representative,7/24/2020,Retail,Individual,2385,Conrade Allder,Bath products,BP301,Mandarin and Olive Bath Salts,4,$8.50 ,34.0
1106704,Michigan,621,1106704,900012746,Becky Seneschal,Senior Sales Representative,8/1/2020,Retail,Individual,2296,Jasen Lattka,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1106709,Ohio,622,1106709,900012746,Becky Seneschal,Senior Sales Representative,8/2/2020,Retail,Individual,2230,Padriac Gow,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180.0
1106728,Michigan,623,1106728,900012746,Becky Seneschal,Senior Sales Representative,8/5/2020,Retail,Individual,2283,Marco Buckmaster,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,$16.75 ,67.0
1106761,Ohio,624,1106761,900012746,Becky Seneschal,Senior Sales Representative,8/9/2020,Retail,Individual,2338,Shae Iorillo,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1106788,Ohio,625,1106788,900012746,Becky Seneschal,Senior Sales Representative,8/13/2020,Retail,Individual,1564,Christoforo Lanney,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1106968,Ohio,626,1106968,900012746,Becky Seneschal,Senior Sales Representative,9/6/2020,Retail,Individual,3578,Josi Bason,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,1,$114.00 ,114.0
1106970,Minnesota,627,1106970,900012746,Becky Seneschal,Senior Sales Representative,9/7/2020,Wholesale,Business,3321,Hoeger LLC,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1106969,Ohio,628,1106969,900012746,Becky Seneschal,Senior Sales Representative,9/7/2020,Retail,Individual,3233,Brunhilda Lerner,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1107028,Illinois,629,1107028,900012746,Becky Seneschal,Senior Sales Representative,9/16/2020,Retail,Individual,2547,Robyn Rings,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,$26.00 ,104.0
1107104,Illinois,630,1107104,900012746,Becky Seneschal,Senior Sales Representative,9/27/2020,Wholesale,Business,2168,Walker Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,8,$234.00 ,1872.0
1107154,Michigan,631,1107154,900012746,Becky Seneschal,Senior Sales Representative,10/5/2020,Retail,Individual,1644,Thor Illiston,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,1,$45.00 ,45.0
1107297,Kansas,632,1107297,900012746,Becky Seneschal,Senior Sales Representative,10/25/2020,Retail,Individual,1627,Leela Wisniewski,Bath products,BP501,Vanilla and Olive Bath Salts,2,$8.50 ,17.0
1107431,Minnesota,633,1107431,900012746,Becky Seneschal,Senior Sales Representative,11/14/2020,Wholesale,Business,3321,Hoeger LLC,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,13,$234.00 ,3042.0
1107553,Michigan,634,1107553,900012746,Becky Seneschal,Senior Sales Representative,11/29/2020,Retail,Individual,4044,Llewellyn Whillock,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1107593,Indiana,635,1107593,900012746,Becky Seneschal,Senior Sales Representative,12/5/2020,Retail,Individual,1576,Oralle Phythian,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1107622,Wisconsin,636,1107622,900012746,Becky Seneschal,Senior Sales Representative,12/9/2020,Wholesale,Business,3357,Jerde Inc,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,8,$234.00 ,1872.0
1107644,Illinois,637,1107644,900012746,Becky Seneschal,Senior Sales Representative,12/12/2020,Retail,Individual,3742,Marjie Lonergan,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,3,$234.00 ,702.0
1107744,Minnesota,638,1107744,900012746,Becky Seneschal,Senior Sales Representative,12/26/2020,Retail,Individual,1616,Mair Mallabar,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,1,$14.50 ,14.5
1107813,Illinois,639,1107813,900012746,Becky Seneschal,Senior Sales Representative,1/3/2021,Retail,Individual,3574,Hyman Melling,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,$24.50 ,24.5
1107840,Ohio,640,1107840,900012746,Becky Seneschal,Senior Sales Representative,1/9/2021,Retail,Individual,3246,Udell Filochov,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,$114.00 ,456.0
1107891,Michigan,641,1107891,900012746,Becky Seneschal,Senior Sales Representative,1/16/2021,Retail,Individual,4044,Llewellyn Whillock,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
1107897,Wisconsin,642,1107897,900012746,Becky Seneschal,Senior Sales Representative,1/17/2021,Retail,Individual,1432,Allard Dalloway,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
1107911,Ohio,643,1107911,900012746,Becky Seneschal,Senior Sales Representative,1/18/2021,Retail,Individual,3578,Josi Bason,Bath products,BP505,Vanilla and Olive Oil Lotion,2,$9.99 ,19.98
1107936,Indiana,644,1107936,900012746,Becky Seneschal,Senior Sales Representative,1/23/2021,Retail,Individual,3214,Ignazio Goncalo,Bath products,BP105,Lavender and Olive Oil Lotion,2,$9.99 ,19.98
1107947,Iowa,645,1107947,900012746,Becky Seneschal,Senior Sales Representative,1/24/2021,Retail,Business,2590,Homenick Inc,Bath products,BP100,Lavender and Olive Body Soap,2,$7.45 ,14.9
1107953,Minnesota,646,1107953,900012746,Becky Seneschal,Senior Sales Representative,1/25/2021,Retail,Individual,2319,Gianina Rewcassell,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1102882,Virginia,647,1102882,900012995,Brenda Albury,Senior Sales Representative,2/2/2019,Retail,Individual,3546,Larissa Petrovic,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
1102937,District of Columbia,648,1102937,900012995,Brenda Albury,Senior Sales Representative,2/10/2019,Retail,Individual,2695,Nevil Webberley,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1102950,Tennessee,649,1102950,900012995,Brenda Albury,Senior Sales Representative,2/11/2019,Retail,Individual,2342,Nora Geffcock,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,$5.99 ,23.96
1102977,Virginia,650,1102977,900012995,Brenda Albury,Senior Sales Representative,2/15/2019,Retail,Individual,2021,Werner Spark,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
1103001,Kentucky,651,1103001,900012995,Brenda Albury,Senior Sales Representative,2/18/2019,Retail,Individual,1590,Brandea Adamsson,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
