order number,employee id,employee name,employee name,employee_job_title,order date,order type,customer type,cust id,customer name,customer name,prod category,prod number,prod_name,quantity,price,order total
1103720,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/3/2019,Retail,Individual,2285,Cozmo Assur,Cozmo Assur,Bath products,BP301,Mandarin and Olive Bath Salts,2,$8.50 ,17
1103888,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/26/2019,Retail,Individual,2939,Hetti Capponer,Hetti Capponer,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1103913,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/30/2019,Retail,Individual,2536,Cristen Hitchens,Cristen Hitchens,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1103955,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/5/2019,Retail,Individual,3931,Herold Dunnet,Herold Dunnet,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1104035,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/15/2019,Retail,Individual,2632,Issi Ryburn,Issi Ryburn,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228
1104064,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/20/2019,Retail,Individual,3028,Miltie Menlove,Miltie Menlove,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,$19.50 ,39
1104090,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/23/2019,Retail,Individual,3937,Marlin Haskins,Marlin Haskins,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150
1104120,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/28/2019,Retail,Individual,1804,Rossie Ruddle,Rossie Ruddle,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30
1104179,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/6/2019,Retail,Individual,4008,Chickie Pickover,Chickie Pickover,Gift Basket,GB106,Basil EVOO Gift Basket,1,$75.00 ,75
1104250,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/16/2019,Retail,Individual,2250,Bob Chattington,Bob Chattington,Gift Basket,GB300,Deluxe Bath Gift Basket,4,$115.00 ,460
1104286,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/20/2019,Retail,Business,2286,Hegmann Inc,Hegmann Inc,Bath products,BP100,Lavender and Olive Body Soap,1,$7.45 ,7.45
1104288,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/20/2019,Retail,Individual,3064,Panchito Kirrage,Panchito Kirrage,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1104287,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/20/2019,Retail,Individual,3283,Durant McCumesky,Durant McCumesky,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,1,$123.00 ,123
1104302,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/23/2019,Retail,Individual,1949,Lenci Magog,Lenci Magog,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,2,$114.00 ,228
1104359,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/31/2019,Retail,Individual,3071,Sidonia Maffy,Sidonia Maffy,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1104418,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/9/2019,Wholesale,Business,3664,Hyatt Inc,Hyatt Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,14,$234.00 ,3276
1104449,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/14/2019,Retail,Individual,2353,Diahann Hoult,Diahann Hoult,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468
1104448,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/14/2019,Retail,Individual,2536,Cristen Hitchens,Cristen Hitchens,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,$234.00 ,234
1104515,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/24/2019,Retail,Individual,2391,Rinaldo Lafayette,Rinaldo Lafayette,Bath products,BP502,Vanilla and Olive Oil Candle,1,$6.99 ,6.99
1104533,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/28/2019,Retail,Individual,2369,Ashlee Haversham,Ashlee Haversham,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936
1104553,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/30/2019,Retail,Individual,1599,Barbabra Dows,Barbabra Dows,Gift Basket,GB104,Garlic EVOO Gift Basket,1,$75.00 ,75
1104608,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/9/2019,Retail,Individual,3625,Brigitta Zanussii,Brigitta Zanussii,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702
1104631,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/12/2019,Retail,Individual,1312,Jobye Hambelton,Jobye Hambelton,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78
1104684,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/19/2019,Retail,Individual,4040,Darci Babber,Darci Babber,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,4,$45.00 ,180
1104802,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/6/2019,Retail,Individual,4040,Darci Babber,Darci Babber,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30
1104857,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/13/2019,Wholesale,Business,3664,Hyatt Inc,Hyatt Inc,Gift Basket,GB105,Chili EVOO Gift Basket,6,$75.00 ,450
1104979,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/30/2019,Wholesale,Business,1303,Borer Inc,Borer Inc,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,12,$26.00 ,312
1104982,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/1/2019,Retail,Individual,2632,Issi Ryburn,Issi Ryburn,Bath products,BP302,Mandarin and Olive Candle,4,$6.99 ,27.96
1105080,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/16/2019,Retail,Individual,3288,Markos Ede,Markos Ede,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,$26.00 ,78
1105236,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/7/2020,Retail,Individual,1239,Duffie Wolton,Duffie Wolton,Gift Basket,GB101,Infused EVOO Gift Basket,3,$75.00 ,225
1105249,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/9/2020,Retail,Individual,1523,Marcella Patey,Marcella Patey,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,$26.00 ,26
1105305,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/19/2020,Retail,Individual,3002,Phillie Waylett,Phillie Waylett,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,2,$35.00 ,70
1105323,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/20/2020,Retail,Individual,3369,Brock Ottiwill,Brock Ottiwill,Bath products,BP105,Lavender and Olive Oil Lotion,4,$9.99 ,39.96
1105361,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/26/2020,Wholesale,Business,2389,Jakubowski Inc,Jakubowski Inc,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,5,$234.00 ,1170
1105395,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/31/2020,Retail,Individual,1654,Cristen Elles,Cristen Elles,Bath products,BP302,Mandarin and Olive Candle,1,$6.99 ,6.99
1105424,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,2/4/2020,Retail,Individual,3866,Christian Kluger,Christian Kluger,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,$7.45 ,29.8
1105476,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,2/13/2020,Retail,Individual,3283,Durant McCumesky,Durant McCumesky,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1105518,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,2/18/2020,Retail,Individual,1456,Thalia Cuniam,Thalia Cuniam,Gift Basket,GB105,Chili EVOO Gift Basket,2,$75.00 ,150
1105517,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,2/18/2020,Retail,Individual,2285,Cozmo Assur,Cozmo Assur,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1105522,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,2/19/2020,Retail,Individual,2391,Rinaldo Lafayette,Rinaldo Lafayette,Bath products,BP101,Lavender and Olive Bath Salts,3,$8.50 ,25.5
1105584,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,2/28/2020,Retail,Individual,3937,Marlin Haskins,Marlin Haskins,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234
1105720,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,3/18/2020,Retail,Individual,4008,Chickie Pickover,Chickie Pickover,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,$24.50 ,98
1105739,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,3/21/2020,Retail,Individual,1328,Tobe Sailor,Tobe Sailor,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,$5.99 ,23.96
1105787,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,3/26/2020,Retail,Individual,1258,Weber Tippell,Weber Tippell,Gift Basket,GB105,Chili EVOO Gift Basket,4,$75.00 ,300
1105806,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,3/29/2020,Retail,Individual,2369,Ashlee Haversham,Ashlee Haversham,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1105840,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/3/2020,Retail,Individual,4008,Chickie Pickover,Chickie Pickover,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
1105854,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/5/2020,Retail,Individual,2353,Diahann Hoult,Diahann Hoult,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,1,$45.00 ,45
1105850,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/5/2020,Retail,Individual,1305,Sal Alcock,Sal Alcock,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
1105882,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/11/2020,Retail,Individual,2176,Wat Giacubo,Wat Giacubo,Gift Basket,GB105,Chili EVOO Gift Basket,2,$75.00 ,150
1105917,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/16/2020,Wholesale,Business,2389,Jakubowski Inc,Jakubowski Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,7,$234.00 ,1638
1105974,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/25/2020,Retail,Individual,4069,Gardie Morriss,Gardie Morriss,Bath products,BP502,Vanilla and Olive Oil Candle,1,$6.99 ,6.99
1105967,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,4/25/2020,Retail,Individual,3064,Panchito Kirrage,Panchito Kirrage,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,$7.45 ,22.35
1106048,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/8/2020,Retail,Individual,1905,Eldridge Winman,Eldridge Winman,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
1106096,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/13/2020,Retail,Individual,1804,Rossie Ruddle,Rossie Ruddle,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,2,$45.00 ,90
1106102,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/14/2020,Retail,Individual,1456,Thalia Cuniam,Thalia Cuniam,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1106112,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/15/2020,Retail,Business,1273,Labadie Group,Labadie Group,Bath products,BP105,Lavender and Olive Oil Lotion,4,$9.99 ,39.96
1106158,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/21/2020,Retail,Individual,1305,Sal Alcock,Sal Alcock,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34
1106183,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/25/2020,Retail,Individual,1312,Jobye Hambelton,Jobye Hambelton,Gift Basket,GB105,Chili EVOO Gift Basket,2,$75.00 ,150
1106197,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,5/27/2020,Retail,Individual,1949,Lenci Magog,Lenci Magog,Bath products,BP502,Vanilla and Olive Oil Candle,3,$6.99 ,20.97
1106294,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/9/2020,Retail,Individual,3288,Markos Ede,Markos Ede,Bath products,BP502,Vanilla and Olive Oil Candle,1,$6.99 ,6.99
1106314,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/11/2020,Wholesale,Business,1303,Borer Inc,Borer Inc,Gift Basket,GB100,Organic EVOO Gift Basket,3,$70.00 ,210
1106335,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/13/2020,Retail,Individual,2937,Florie Worshall,Florie Worshall,Gift Basket,GB100,Organic EVOO Gift Basket,2,$70.00 ,140
1106354,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/18/2020,Retail,Business,1273,Labadie Group,Labadie Group,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,$70.00 ,210
1106368,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/21/2020,Retail,Individual,1905,Eldridge Winman,Eldridge Winman,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,$45.00 ,135
1106377,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/21/2020,Retail,Individual,2939,Hetti Capponer,Hetti Capponer,Bath products,BP300,Mandarin and Olive Body Soap,2,$7.45 ,14.9
1106405,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,6/26/2020,Retail,Individual,3071,Sidonia Maffy,Sidonia Maffy,Bath products,BP103,Lavender and Olive Oil Bar Soap,1,$5.99 ,5.99
1106472,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/3/2020,Retail,Individual,1180,Nicola Hullbrook,Nicola Hullbrook,Gift Basket,GB105,Chili EVOO Gift Basket,3,$75.00 ,225
1106565,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/14/2020,Retail,Individual,1312,Jobye Hambelton,Jobye Hambelton,Gift Basket,GB102,Rosmary EVOO Gift Basket,2,$75.00 ,150
1106585,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/17/2020,Retail,Individual,3175,Tan Traves,Tan Traves,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180
1106693,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,7/30/2020,Retail,Individual,1804,Rossie Ruddle,Rossie Ruddle,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30
1106789,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/13/2020,Wholesale,Business,1303,Borer Inc,Borer Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,12,$234.00 ,2808
1106790,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/13/2020,Retail,Individual,1180,Nicola Hullbrook,Nicola Hullbrook,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702
1106801,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/14/2020,Retail,Individual,4069,Gardie Morriss,Gardie Morriss,Bath products,BP500,Vanilla and Olive Oil Body Soap,1,$7.45 ,7.45
1106840,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/19/2020,Retail,Individual,1180,Nicola Hullbrook,Nicola Hullbrook,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30
1106887,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/26/2020,Retail,Individual,3588,Chrysler Klemenz,Chrysler Klemenz,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1106909,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/30/2020,Retail,Individual,3739,Ajay Albers,Ajay Albers,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,4,$30.00 ,120
1106918,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,8/31/2020,Retail,Individual,1905,Eldridge Winman,Eldridge Winman,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
1106953,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/5/2020,Wholesale,Business,1303,Borer Inc,Borer Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,$234.00 ,234
1106957,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/5/2020,Retail,Individual,3387,Hal MacElroy,Hal MacElroy,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,4,$30.00 ,120
1106988,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/9/2020,Retail,Individual,3288,Markos Ede,Markos Ede,Gift Basket,GB104,Garlic EVOO Gift Basket,4,$75.00 ,300
1107003,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/13/2020,Retail,Individual,3028,Miltie Menlove,Miltie Menlove,Gift Basket,GB102,Rosmary EVOO Gift Basket,2,$75.00 ,150
1107054,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,9/20/2020,Retail,Business,2286,Hegmann Inc,Hegmann Inc,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,$26.00 ,26
1107171,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/8/2020,Wholesale,Business,3664,Hyatt Inc,Hyatt Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,6,$234.00 ,1404
1107172,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/8/2020,Wholesale,Business,3664,Hyatt Inc,Hyatt Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1107230,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/15/2020,Retail,Individual,3002,Phillie Waylett,Phillie Waylett,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135
1107240,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/17/2020,Retail,Individual,1807,Kalil Antyukhin,Kalil Antyukhin,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98
1107269,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/21/2020,Retail,Individual,1213,Rycca Sunshine,Rycca Sunshine,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
1107271,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/22/2020,Retail,Individual,3387,Hal MacElroy,Hal MacElroy,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,$114.00 ,342
1107298,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,10/25/2020,Retail,Individual,1239,Duffie Wolton,Duffie Wolton,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,$234.00 ,702
1107373,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/6/2020,Wholesale,Business,1954,Walsh Inc,Walsh Inc,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,4,$234.00 ,936
1107411,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/11/2020,Retail,Business,2286,Hegmann Inc,Hegmann Inc,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
1107446,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/16/2020,Retail,Individual,2250,Bob Chattington,Bob Chattington,Bath products,BP302,Mandarin and Olive Candle,3,$6.99 ,20.97
1107503,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/24/2020,Retail,Individual,1258,Weber Tippell,Weber Tippell,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,$14.50 ,29
1107525,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/26/2020,Retail,Individual,3369,Brock Ottiwill,Brock Ottiwill,Bath products,BP505,Vanilla and Olive Oil Lotion,1,$9.99 ,9.99
1107524,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/26/2020,Retail,Individual,1599,Barbabra Dows,Barbabra Dows,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,2,$19.50 ,39
1107538,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,11/28/2020,Retail,Individual,1654,Cristen Elles,Cristen Elles,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1107645,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/12/2020,Retail,Individual,3931,Herold Dunnet,Herold Dunnet,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140
1107656,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/13/2020,Retail,Individual,3866,Christian Kluger,Christian Kluger,Gift Basket,GB103,Lemon EVOO Gift Basket,1,$75.00 ,75
1107680,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/17/2020,Retail,Business,1273,Labadie Group,Labadie Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468
1107679,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/17/2020,Retail,Individual,3317,Alfie Dinse,Alfie Dinse,Gift Basket,GB104,Garlic EVOO Gift Basket,2,$75.00 ,150
1107755,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,12/26/2020,Retail,Individual,1949,Lenci Magog,Lenci Magog,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,$234.00 ,468
1107819,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/5/2021,Retail,Individual,3588,Chrysler Klemenz,Chrysler Klemenz,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936
1107841,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/9/2021,Retail,Individual,2634,Anjanette Glendza,Anjanette Glendza,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,$26.00 ,78
1107846,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/10/2021,Retail,Individual,2939,Hetti Capponer,Hetti Capponer,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30
1107856,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/12/2021,Retail,Individual,1460,Em Blackader,Em Blackader,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246
1107888,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/15/2021,Retail,Individual,3625,Brigitta Zanussii,Brigitta Zanussii,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228
1107906,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/18/2021,Retail,Individual,1804,Rossie Ruddle,Rossie Ruddle,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1107954,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/25/2021,Retail,Individual,1213,Rycca Sunshine,Rycca Sunshine,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1107978,900017067,Christy Beedom,Christy Beedom,Senior Sales Representative,1/28/2021,Retail,Individual,3937,Marlin Haskins,Marlin Haskins,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492
1102881,900012349,Clement Carry,Clement Carry,Sales Associate I,2/2/2019,Retail,Individual,1149,Bronson Lunnon,Bronson Lunnon,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
1102960,900012349,Clement Carry,Clement Carry,Sales Associate I,2/12/2019,Retail,Individual,4023,Sal Tettley,Sal Tettley,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,3,$35.00 ,105
1103044,900012349,Clement Carry,Clement Carry,Sales Associate I,2/24/2019,Retail,Individual,1716,Chrissie Gothliff,Chrissie Gothliff,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,2,$26.00 ,52
1103144,900012349,Clement Carry,Clement Carry,Sales Associate I,3/15/2019,Retail,Individual,1149,Bronson Lunnon,Bronson Lunnon,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34
1103153,900012349,Clement Carry,Clement Carry,Sales Associate I,3/17/2019,Retail,Individual,1225,Roxi Ellice,Roxi Ellice,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1103182,900012349,Clement Carry,Clement Carry,Sales Associate I,3/20/2019,Retail,Individual,2569,Banky Shavel,Banky Shavel,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,3,$114.00 ,342
1103206,900012349,Clement Carry,Clement Carry,Sales Associate I,3/22/2019,Wholesale,Business,3199,Bergnaum LLC,Bergnaum LLC,Gift Basket,GB100,Organic EVOO Gift Basket,10,$70.00 ,700
1103204,900012349,Clement Carry,Clement Carry,Sales Associate I,3/22/2019,Retail,Individual,3952,Hanson Prichet,Hanson Prichet,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,$26.00 ,78
1103198,900012349,Clement Carry,Clement Carry,Sales Associate I,3/22/2019,Retail,Individual,2372,Dorella Saxton,Dorella Saxton,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936
1103214,900012349,Clement Carry,Clement Carry,Sales Associate I,3/23/2019,Retail,Individual,1336,Krysta Djurdjevic,Krysta Djurdjevic,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,3,$35.00 ,105
1103265,900012349,Clement Carry,Clement Carry,Sales Associate I,4/1/2019,Retail,Individual,1716,Chrissie Gothliff,Chrissie Gothliff,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49
1103264,900012349,Clement Carry,Clement Carry,Sales Associate I,4/1/2019,Retail,Individual,1269,Angelico Mytton,Angelico Mytton,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,$45.00 ,90
1103277,900012349,Clement Carry,Clement Carry,Sales Associate I,4/3/2019,Retail,Individual,1556,Zared Lewsy,Zared Lewsy,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,$234.00 ,234
1103298,900012349,Clement Carry,Clement Carry,Sales Associate I,4/5/2019,Retail,Individual,1334,Jackie Johnes,Jackie Johnes,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35
1103340,900012349,Clement Carry,Clement Carry,Sales Associate I,4/10/2019,Wholesale,Business,2209,Gleichner Inc,Gleichner Inc,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,9,$35.00 ,315
1103433,900012349,Clement Carry,Clement Carry,Sales Associate I,4/23/2019,Retail,Individual,3217,Kareem Cavan,Kareem Cavan,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,2,$114.00 ,228
1103431,900012349,Clement Carry,Clement Carry,Sales Associate I,4/23/2019,Retail,Individual,3249,Nancie Motherwell,Nancie Motherwell,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468
